EmployeeID,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_num
1075,29,13,2,1,52200,1.0,17,0,1.0,3,1,1,0,1
1076,46,4,4,2,27430,5.0,25,1,14.0,1,8,0,7,1
1077,27,16,4,3,49980,0.0,20,2,8.0,3,7,7,3,0
1078,39,2,3,3,102520,8.0,13,1,7.0,3,2,2,2,0
1079,55,2,3,1,27810,8.0,13,1,19.0,2,5,0,4,0
1080,28,29,2,2,68520,1.0,18,1,1.0,2,1,0,0,0
1081,30,12,4,2,49500,1.0,12,2,1.0,3,1,0,0,1
1082,22,16,2,2,35790,1.0,19,3,1.0,3,1,0,0,1
1083,36,11,3,1,131910,1.0,14,1,10.0,2,10,1,7,0
1084,31,2,4,5,103770,1.0,14,0,10.0,2,10,0,2,0
1085,34,14,2,1,22350,2.0,14,1,9.0,2,5,1,0,0
1086,29,5,5,1,105020,3.0,12,0,11.0,4,3,1,2,0
1087,37,7,2,1,20110,5.0,13,0,16.0,4,5,0,4,0
1088,35,2,1,2,18590,0.0,25,1,4.0,2,3,0,2,0
1089,45,3,3,2,37600,0.0,14,1,10.0,2,9,3,8,0
1090,36,5,3,4,177790,1.0,17,1,10.0,5,10,0,8,0
1091,40,3,3,1,68330,2.0,13,0,22.0,3,19,11,16,0
1092,26,26,2,2,68120,1.0,13,0,1.0,2,1,1,0,0
1093,27,4,3,2,51710,0.0,20,1,9.0,1,8,0,7,0
1094,48,2,3,2,197400,3.0,14,0,24.0,2,22,4,7,0
1095,44,1,2,4,187110,2.0,12,1,10.0,0,2,2,2,0
1096,34,27,2,1,36920,1.0,12,1,5.0,5,5,3,0,1
1097,56,1,2,5,25590,1.0,21,0,5.0,3,4,1,0,1
1098,36,13,3,3,25170,2.0,14,0,12.0,3,4,1,3,0
1099,41,5,3,1,66230,5.0,18,0,14.0,3,5,1,4,0
1100,42,7,3,2,182650,9.0,12,1,18.0,4,13,5,7,0
1101,31,9,4,1,161240,2.0,23,1,8.0,2,5,1,4,0
1102,34,8,1,3,25850,3.0,12,0,9.0,5,4,0,1,0
1103,31,25,2,3,182130,8.0,21,2,4.0,3,2,2,2,0
1105,45,8,4,2,29940,4.0,18,1,12.0,2,4,0,3,0
1106,33,1,3,5,12230,1.0,13,1,10.0,3,10,0,9,0
1107,28,8,3,4,11180,1.0,11,0,7.0,3,7,0,7,0
1108,29,2,4,2,28750,1.0,11,0,1.0,3,1,0,0,1
1109,39,8,5,2,188240,6.0,19,1,10.0,4,3,1,2,0
1110,27,3,2,2,135770,1.0,12,1,6.0,2,5,1,2,0
1111,34,9,4,2,26250,1.0,12,3,16.0,4,15,6,11,0
1112,28,25,3,1,187890,3.0,16,1,6.0,4,2,2,2,1
1113,47,1,4,1,45380,8.0,11,0,16.0,3,8,1,7,0
1114,56,4,3,2,198470,4.0,14,0,6.0,6,0,0,0,0
1115,39,1,3,1,105120,1.0,12,1,10.0,2,10,7,9,0
1116,38,4,2,1,44440,1.0,13,0,20.0,2,20,0,7,0
1117,58,5,3,5,21540,4.0,21,1,29.0,3,1,0,0,0
1118,32,9,3,2,191900,3.0,17,1,8.0,2,4,0,3,1
1119,38,3,4,1,44900,2.0,21,1,10.0,1,5,0,3,0
1120,49,11,4,2,35060,3.0,11,1,28.0,4,5,4,3,0
1121,42,1,3,1,23720,3.0,12,1,14.0,3,0,0,0,0
1122,27,8,1,4,102310,1.0,13,1,1.0,2,1,0,0,1
1123,35,25,1,1,54100,0.0,18,0,6.0,4,5,0,4,0
1124,28,21,1,3,79780,1.0,16,2,5.0,2,5,1,4,0
1125,31,23,1,1,38670,1.0,11,1,4.0,4,4,2,3,0
1126,36,1,3,2,28380,1.0,19,2,5.0,5,5,0,2,0
1127,34,2,3,4,46950,1.0,16,1,14.0,2,14,2,1,0
1128,34,19,3,1,33390,1.0,16,0,9.0,2,8,1,1,0
1129,26,2,2,2,20800,0.0,13,0,8.0,6,7,7,6,0
1130,29,2,4,2,20960,0.0,22,0,6.0,2,5,0,2,0
1131,32,3,1,3,62090,5.0,17,1,9.0,5,5,1,2,0
1132,31,25,5,2,180610,1.0,14,1,10.0,2,10,8,7,0
1133,28,7,5,2,171230,5.0,15,1,6.0,2,4,0,3,1
1134,38,9,2,3,23720,4.0,12,0,20.0,3,1,0,0,0
1135,35,5,3,2,48830,1.0,18,1,10.0,1,10,0,9,0
1136,27,2,3,1,39040,1.0,15,0,7.0,2,7,0,7,0
1137,32,8,1,2,46270,8.0,17,1,8.0,2,1,0,0,0
1138,31,2,1,3,70940,1.0,14,1,10.0,2,10,0,8,1
1139,53,18,3,1,34230,6.0,15,1,15.0,4,2,2,2,1
1140,54,14,3,3,66740,3.0,17,1,9.0,2,4,2,3,0
1141,33,2,4,4,168800,1.0,14,3,9.0,2,9,2,8,0
1142,43,3,3,1,90940,1.0,12,1,10.0,0,10,0,9,0
1143,38,2,5,4,84460,0.0,14,0,7.0,3,6,1,2,0
1144,55,9,3,2,119160,4.0,15,1,35.0,3,10,1,4,0
1145,31,6,3,1,45340,1.0,13,0,1.0,2,1,0,0,0
1146,39,4,3,2,98520,0.0,12,1,21.0,5,20,11,10,0
1147,42,10,4,2,61510,1.0,13,1,20.0,3,20,3,7,0
1148,31,14,2,2,23020,4.0,14,0,13.0,3,11,4,8,0
1149,54,1,3,2,23620,6.0,13,1,9.0,2,5,1,4,0
1150,24,5,4,1,178610,1.0,11,2,4.0,5,4,1,2,0
1151,23,7,3,2,191870,1.0,11,1,5.0,2,5,1,4,0
1152,40,21,3,3,197170,1.0,21,0,10.0,1,10,9,4,0
1153,40,8,1,5,35440,3.0,18,3,15.0,3,11,5,10,0
1154,25,20,5,2,85000,4.0,12,0,6.0,2,2,1,2,0
1155,30,20,4,2,46610,1.0,11,0,12.0,3,12,1,7,0
1156,25,7,2,5,41030,6.0,15,1,7.0,2,2,0,2,0
1157,47,1,4,2,42490,2.0,13,1,25.0,2,17,12,11,0
1158,33,1,3,2,140260,1.0,12,0,1.0,4,1,0,0,0
1159,38,19,3,2,68930,0.0,17,0,16.0,3,15,5,8,0
1160,31,10,4,3,61250,0.0,13,1,3.0,3,2,1,2,0
1161,38,1,4,2,36690,2.0,19,0,10.0,2,8,7,7,0
1162,42,6,3,2,100080,6.0,19,1,9.0,3,4,1,2,0
1163,41,2,2,1,23870,3.0,17,1,12.0,1,5,1,0,0
1164,47,21,2,1,46390,0.0,11,1,14.0,2,13,5,12,0
1165,35,4,3,2,78980,7.0,15,0,5.0,2,2,2,2,0
1166,22,12,1,2,25340,0.0,11,0,4.0,1,3,1,2,0
1167,35,9,3,2,131420,1.0,25,2,10.0,4,10,0,8,0
1168,33,3,4,3,16110,0.0,14,0,10.0,2,9,8,1,0
1169,32,3,2,3,53630,1.0,13,0,6.0,4,6,4,1,0
1170,40,1,4,2,50710,8.0,17,1,8.0,3,1,0,0,0
1171,32,1,2,3,136950,0.0,13,0,3.0,3,2,2,2,0
1172,39,4,4,1,134020,7.0,14,1,18.0,1,7,1,7,0
1173,38,20,4,2,20290,3.0,11,1,20.0,3,18,1,11,0
1174,32,18,3,2,63770,1.0,12,2,14.0,3,14,5,7,0
1175,37,1,3,4,54290,1.0,17,1,16.0,3,16,6,8,0
1176,25,2,4,2,27850,0.0,21,0,6.0,2,5,0,4,0
1177,52,2,4,1,46140,2.0,16,1,16.0,3,9,0,0,0
1178,44,8,1,1,26100,6.0,15,0,6.0,2,4,1,2,0
1179,21,10,5,3,66870,1.0,19,3,2.0,0,2,1,2,0
1180,39,3,4,2,47240,2.0,12,1,21.0,4,6,1,3,0
1181,23,2,4,2,61790,1.0,11,0,1.0,3,1,1,0,1
1182,36,24,3,2,61200,0.0,19,0,10.0,2,9,3,4,0
1183,36,16,1,2,105960,7.0,15,0,18.0,3,4,0,2,0
1184,56,8,1,1,54670,1.0,20,0,13.0,6,13,1,9,0
1185,29,9,4,2,29960,9.0,25,0,4.0,4,2,2,2,1
1186,42,17,1,3,99980,5.0,24,2,24.0,3,22,4,14,0
1187,56,10,4,2,40780,8.0,24,1,14.0,3,10,9,8,1
1188,41,13,4,1,109200,0.0,15,1,21.0,3,20,0,10,0
1189,34,1,3,1,62320,1.0,13,1,8.0,3,8,1,7,0
1190,36,1,1,1,132470,1.0,14,0,15.0,3,15,11,11,0
1191,41,1,5,1,40810,2.0,13,0,14.0,3,5,0,4,0
1192,32,9,4,2,57690,1.0,11,0,4.0,3,4,1,2,0
1193,35,16,3,2,23940,1.0,16,1,9.0,3,9,1,7,0
1194,38,23,3,3,39040,1.0,22,0,10.0,3,10,1,9,0
1195,50,4,2,2,167990,7.0,14,1,12.0,2,6,0,1,1
1196,36,22,4,1,29500,4.0,14,0,8.0,1,6,0,0,0
1197,45,24,3,1,36290,8.0,16,1,8.0,2,5,0,1,0
1198,40,10,4,1,93620,2.0,11,1,8.0,6,2,2,2,0
1199,35,7,2,2,32290,1.0,25,0,10.0,2,10,0,2,0
1200,40,17,4,1,35780,2.0,14,1,20.0,2,5,0,2,0
1201,35,14,1,2,79880,1.0,18,0,4.0,3,4,1,1,0
1202,29,1,3,3,42840,4.0,11,0,10.0,5,4,0,3,0
1203,29,5,3,2,75530,1.0,19,0,5.0,3,5,0,4,0
1204,50,17,3,1,173280,4.0,15,2,20.0,1,3,2,0,1
1205,39,25,3,2,197010,0.0,11,0,21.0,3,20,9,6,0
1206,31,8,4,4,147320,0.0,12,0,10.0,3,9,1,7,0
1207,26,11,4,2,92780,0.0,20,0,5.0,3,4,0,0,0
1208,36,5,1,1,13590,4.0,12,0,17.0,2,5,0,3,0
1209,39,2,1,1,47790,4.0,14,2,9.0,3,7,1,7,0
1210,27,8,2,1,164220,1.0,20,1,6.0,3,6,0,3,0
1211,49,6,1,3,29960,2.0,18,1,17.0,2,9,0,8,0
1212,34,4,3,1,12610,2.0,14,1,6.0,6,4,1,2,0
1213,41,7,2,1,20990,8.0,12,1,8.0,2,6,0,5,1
1214,49,1,4,2,58100,1.0,21,1,10.0,2,10,1,7,0
1215,37,2,3,1,56470,6.0,19,0,7.0,2,0,0,0,1
1216,33,10,2,2,34200,1.0,14,0,8.0,3,8,3,0,0
1217,27,5,4,4,44000,9.0,17,1,6.0,3,2,2,2,0
1218,32,9,2,2,35000,0.0,16,1,8.0,2,7,3,6,0
1219,59,2,2,5,20660,4.0,12,1,12.0,3,1,0,0,0
1220,30,11,4,2,171690,1.0,17,2,1.0,2,1,0,0,0
1221,38,18,4,2,41620,0.0,15,1,10.0,1,9,1,8,0
1222,36,7,3,1,92040,6.0,23,1,17.0,2,7,7,7,0
1223,35,3,4,2,32940,0.0,11,0,6.0,2,5,0,3,0
1224,29,29,4,2,21270,0.0,11,1,10.0,3,9,0,8,0
1225,31,2,2,2,39750,1.0,15,1,5.0,3,5,4,3,0
1226,34,28,3,1,107930,0.0,11,3,3.0,1,2,1,2,0
1227,28,1,4,5,100960,5.0,13,0,6.0,2,4,0,3,1
1228,29,16,2,4,36460,1.0,14,0,10.0,3,10,8,8,0
1229,32,22,3,2,74460,0.0,19,0,7.0,3,6,0,5,0
1230,22,8,3,3,108510,1.0,16,1,1.0,2,1,0,0,0
1231,53,11,3,2,21090,2.0,13,0,31.0,3,25,3,7,0
1232,38,29,3,1,37220,5.0,14,0,6.0,0,3,1,2,0
1233,24,1,5,3,93800,0.0,16,0,5.0,2,4,1,3,0
1234,36,1,3,1,54860,7.0,12,1,10.0,2,5,0,3,1
1235,34,24,3,4,27420,0.0,11,1,13.0,2,12,2,11,0
1236,21,2,3,2,137570,1.0,12,1,0.0,3,0,0,0,0
1237,34,15,2,2,84630,2.0,13,0,8.0,2,4,1,3,1
1238,53,2,1,5,31620,4.0,15,0,26.0,4,14,4,8,0
1239,32,10,3,2,165980,1.0,13,0,10.0,2,10,6,7,1
1240,42,10,3,2,66510,0.0,20,0,10.0,5,9,4,2,0
1241,44,3,1,1,23450,3.0,15,2,24.0,0,22,5,17,0
1242,46,2,3,1,34200,3.0,13,2,22.0,3,2,2,1,0
1243,33,3,3,1,43730,4.0,14,0,7.0,3,1,0,0,0
1244,44,26,3,5,47590,2.0,21,0,9.0,2,4,1,3,0
1245,30,1,4,1,53010,1.0,16,1,10.0,3,10,1,8,0
1246,39,1,4,1,36730,3.0,14,1,19.0,3,1,0,0,1
1247,24,2,5,3,47680,2.0,11,1,6.0,2,2,2,0,1
1248,43,9,5,1,12740,1.0,19,0,6.0,3,5,1,4,0
1249,50,12,4,1,49000,1.0,11,0,3.0,3,3,0,2,1
1250,35,2,4,3,104660,1.0,13,0,2.0,1,2,2,2,0
1251,36,25,1,4,170070,9.0,12,1,6.0,2,1,0,0,0
1252,33,9,2,4,29090,2.0,11,0,10.0,2,5,1,3,0
1253,35,10,1,1,57650,1.0,14,1,1.0,2,1,0,0,0
1254,27,8,2,3,45990,1.0,15,1,1.0,3,1,0,0,0
1255,26,4,3,2,24040,1.0,12,0,1.0,6,1,0,1,1
1256,27,24,3,4,31720,1.0,20,1,9.0,1,9,1,7,0
1257,30,1,4,1,20330,1.0,14,1,12.0,3,12,3,7,0
1258,41,20,4,2,102090,1.0,13,1,23.0,2,22,15,8,1
1259,34,7,2,1,86200,0.0,13,1,10.0,2,9,8,7,0
1260,37,17,3,3,20640,4.0,16,0,8.0,3,1,0,0,0
1261,46,20,3,3,40350,4.0,14,1,14.0,2,9,0,8,0
1262,35,8,4,3,38380,1.0,16,1,1.0,2,1,0,1,0
1263,48,2,4,1,45910,9.0,16,0,23.0,6,1,0,0,1
1264,28,10,1,1,25610,1.0,22,1,2.0,3,2,2,2,1
1265,44,1,1,3,15630,5.0,12,2,9.0,3,4,1,3,0
1266,35,5,4,3,48980,2.0,15,2,10.0,2,4,2,3,0
1267,26,4,4,3,47890,7.0,20,1,5.0,2,2,0,0,0
1268,33,29,4,1,31800,1.0,14,1,15.0,2,15,8,12,0
1269,35,15,3,3,65490,1.0,20,0,9.0,3,9,1,8,0
1270,35,3,2,1,63880,3.0,13,0,4.0,6,2,2,2,0
1271,31,10,2,2,112440,3.0,12,1,10.0,3,7,1,7,0
1272,37,4,3,4,160320,1.0,13,0,7.0,2,7,0,7,0
1273,32,21,3,2,23620,1.0,11,0,9.0,2,9,7,8,0
1274,38,25,3,2,163280,1.0,17,3,10.0,2,10,9,9,0
1275,50,2,4,4,83760,5.0,14,3,29.0,2,27,13,8,0
1276,59,1,3,1,166060,7.0,11,0,28.0,6,21,7,9,0
1277,36,1,2,2,86060,1.0,14,2,17.0,3,17,12,8,0
1278,55,7,3,3,22720,2.0,17,1,21.0,2,5,0,2,0
1279,36,3,3,2,20180,1.0,13,0,6.0,5,6,0,3,0
1280,45,1,2,1,70830,2.0,12,1,25.0,5,1,0,0,0
1281,35,9,3,2,40840,4.0,13,1,5.0,3,3,1,2,0
1282,36,7,2,4,144110,0.0,18,3,2.0,2,1,0,0,1
1283,59,10,4,3,23080,7.0,19,1,20.0,4,4,1,3,0
1284,29,28,4,1,48410,0.0,11,0,6.0,3,5,0,4,0
1285,31,3,2,3,42850,1.0,21,1,1.0,2,1,1,0,0
1286,32,3,4,2,97150,1.0,15,1,10.0,1,10,0,9,0
1287,36,2,3,2,43200,3.0,17,0,5.0,2,1,0,0,0
1288,31,27,3,2,21320,1.0,18,0,11.0,3,11,1,8,0
1289,35,2,4,2,101240,0.0,14,1,16.0,2,15,2,8,0
1290,45,14,3,1,54730,4.0,13,0,17.0,3,0,0,0,0
1291,37,1,3,3,52070,4.0,17,3,16.0,3,5,0,2,0
1292,46,9,3,3,164370,8.0,15,1,16.0,0,4,0,2,0
1293,30,18,3,4,22960,1.0,18,1,10.0,2,10,3,0,0
1294,35,20,4,3,40690,1.0,13,0,6.0,5,6,0,4,0
1295,55,2,3,2,74410,3.0,12,1,24.0,4,1,1,0,0
1296,38,11,1,2,24300,7.0,13,2,17.0,2,13,1,9,0
1297,34,8,2,1,58780,1.0,14,0,5.0,1,5,1,3,0
1298,56,2,1,2,26440,4.0,11,1,37.0,2,6,0,2,0
1299,23,10,3,2,64390,3.0,22,3,3.0,2,0,0,0,0
1300,51,29,4,5,24510,3.0,17,0,10.0,2,4,0,3,0
1301,30,8,2,1,63920,1.0,21,1,11.0,2,11,10,8,0
1302,46,1,2,2,97140,1.0,22,0,9.0,0,9,4,7,1
1303,40,6,3,1,60770,1.0,16,2,22.0,2,22,11,11,0
1304,51,8,4,5,24500,0.0,12,1,11.0,2,10,1,0,0
1305,30,9,3,1,92500,1.0,12,3,11.0,0,11,2,7,0
1306,46,12,1,1,20740,2.0,15,1,21.0,3,10,9,5,0
1307,32,15,3,1,101690,1.0,14,0,12.0,6,11,5,7,0
1308,54,25,1,1,48550,9.0,25,1,16.0,2,4,0,3,0
1309,24,6,2,2,40870,0.0,20,3,4.0,1,3,0,2,0
1310,28,9,4,2,23670,1.0,13,0,5.0,2,5,0,4,0
1311,58,8,4,2,29720,0.0,14,0,38.0,2,37,1,8,0
1312,44,23,2,1,195860,4.0,16,0,17.0,3,3,1,2,0
1314,32,12,2,1,20610,1.0,15,1,1.0,2,1,0,0,0
1315,20,4,4,2,99240,1.0,22,0,1.0,3,1,1,0,1
1316,34,1,4,4,41980,1.0,22,1,16.0,2,16,2,10,0
1317,37,24,2,1,68150,5.0,20,1,17.0,3,1,0,0,0
1318,59,12,2,2,47230,9.0,14,0,30.0,0,3,2,2,0
1319,50,3,4,4,61420,3.0,13,2,28.0,3,8,0,7,0
1320,25,10,1,2,82370,1.0,13,0,6.0,6,6,0,3,1
1321,25,26,3,1,88530,1.0,22,1,2.0,3,2,2,1,0
1322,22,2,1,1,193310,1.0,12,1,1.0,2,0,0,0,0
1323,51,1,3,1,20730,3.0,14,1,23.0,4,13,12,8,0
1324,34,4,4,5,55620,1.0,15,0,9.0,3,9,0,6,1
1325,54,9,3,1,196130,2.0,17,0,23.0,5,5,4,4,0
1326,24,2,1,2,34070,0.0,13,1,6.0,4,5,1,2,0
1327,34,4,3,2,50630,6.0,12,1,12.0,2,1,0,0,0
1328,37,6,1,1,46390,2.0,12,2,12.0,3,5,1,3,0
1329,34,9,2,2,48760,2.0,21,1,14.0,3,11,5,8,0
1330,36,7,3,1,26900,0.0,11,0,10.0,1,9,2,8,0
1331,36,1,3,2,175670,5.0,13,0,7.0,6,1,0,0,0
1332,43,3,4,1,24080,1.0,12,1,25.0,3,25,4,12,0
1333,30,10,3,3,28140,1.0,24,0,10.0,2,10,0,9,0
1334,33,7,3,2,112450,0.0,21,0,8.0,3,7,0,7,0
1335,56,15,3,2,33120,9.0,19,0,7.0,1,5,4,3,1
1336,51,3,2,2,190490,7.0,14,1,23.0,2,20,15,15,0
1337,31,2,4,3,21410,4.0,20,0,12.0,2,7,7,7,1
1338,26,17,3,2,57690,1.0,19,0,5.0,4,5,4,3,0
1339,58,2,2,1,43850,1.0,13,1,40.0,2,40,15,6,1
1340,19,5,2,1,53320,1.0,23,1,0.0,2,0,0,0,1
1341,22,29,4,1,46630,0.0,13,1,3.0,1,2,2,1,0
1342,49,2,3,1,47240,1.0,11,1,16.0,3,15,5,11,0
1343,43,2,2,1,32110,4.0,13,0,18.0,2,3,1,2,0
1344,50,19,4,2,53770,4.0,14,1,16.0,3,2,2,1,0
1345,31,15,1,2,40660,3.0,22,0,4.0,2,2,2,2,1
1346,41,17,2,1,52080,3.0,11,3,12.0,2,9,0,7,0
1347,26,17,4,2,48770,1.0,13,1,8.0,5,8,5,7,0
1348,36,25,1,2,31170,6.0,21,1,7.0,2,3,0,1,0
1349,51,6,3,1,15690,2.0,11,0,18.0,2,4,0,3,1
1350,39,7,3,1,196580,4.0,13,1,17.0,3,15,5,9,0
1351,25,29,1,3,30690,2.0,14,1,6.0,3,2,2,2,0
1352,30,21,1,2,104350,0.0,11,0,12.0,5,11,4,7,0
1353,32,2,4,2,41480,7.0,15,0,10.0,0,5,0,4,1
1354,45,2,1,2,57680,5.0,23,1,9.0,4,6,0,3,0
1355,38,7,4,2,50420,3.0,16,1,19.0,4,3,2,2,0
1356,30,13,3,2,57700,1.0,16,1,5.0,2,5,0,4,0
1357,32,2,3,3,77560,0.0,21,0,9.0,3,8,0,7,0
1358,30,1,3,3,103060,5.0,13,0,8.0,5,3,2,2,0
1359,30,9,3,2,39360,0.0,11,1,6.0,3,5,1,2,0
1360,41,10,2,3,79450,4.0,12,1,21.0,6,7,7,7,0
1361,41,10,4,4,57430,2.0,12,3,7.0,2,5,1,4,0
1362,19,1,3,5,152020,1.0,18,3,1.0,2,1,0,0,0
1363,40,26,4,2,54400,1.0,12,1,20.0,2,20,2,13,0
1364,35,8,1,3,37600,1.0,14,3,10.0,2,10,0,6,0
1365,53,14,2,5,35170,2.0,12,1,13.0,1,7,4,5,0
1366,45,1,4,1,25800,8.0,17,3,20.0,3,17,0,15,0
1367,32,2,2,1,21660,1.0,19,1,9.0,4,9,3,7,0
1368,29,10,4,3,58690,1.0,11,1,10.0,6,10,0,9,0
1369,51,1,3,3,80080,2.0,15,1,10.0,4,1,0,0,0
1370,58,3,3,1,52060,4.0,11,3,9.0,4,1,0,0,0
1371,40,11,2,4,52950,7.0,18,0,15.0,4,12,2,11,0
1372,34,24,4,2,164130,6.0,16,0,6.0,1,4,1,2,0
1373,22,3,3,1,132690,1.0,25,1,2.0,2,2,2,2,0
1374,27,3,3,1,27830,6.0,16,1,6.0,2,2,2,2,0
1375,28,4,4,2,54330,1.0,13,1,5.0,4,5,0,2,0
1376,57,3,3,2,20130,3.0,14,1,12.0,5,5,1,4,0
1377,27,2,3,1,139660,1.0,19,0,1.0,1,1,0,1,0
1378,50,4,3,2,43740,3.0,15,1,21.0,5,5,4,4,0
1379,41,7,4,4,68420,4.0,12,1,13.0,3,9,1,8,0
1380,30,1,4,1,174260,2.0,12,1,12.0,0,10,7,4,0
1381,38,1,1,2,176030,4.0,16,0,12.0,0,8,0,7,0
1382,32,20,3,1,45810,3.0,14,1,8.0,3,5,1,4,0
1383,27,5,4,2,47350,0.0,13,0,6.0,2,5,1,1,0
1384,19,10,2,2,41870,0.0,22,1,1.0,4,0,0,0,1
1385,36,25,3,2,55050,4.0,21,2,13.0,3,8,7,2,0
1386,30,1,3,1,54700,1.0,18,1,12.0,2,12,6,10,0
1387,45,24,2,2,54760,4.0,13,1,9.0,3,5,0,3,0
1388,56,4,3,4,25870,4.0,12,0,19.0,2,2,2,2,0
1389,33,2,2,1,24400,0.0,18,3,4.0,4,3,0,2,0
1390,19,8,2,2,159720,1.0,21,0,1.0,2,1,1,0,1
1391,46,10,3,2,153790,1.0,12,0,24.0,1,24,15,7,0
1392,38,4,4,1,70820,1.0,14,0,2.0,3,2,2,1,0
1393,31,2,5,2,27280,8.0,11,0,7.0,3,4,0,2,0
1394,34,9,3,2,53680,2.0,14,1,9.0,2,3,1,2,0
1395,41,18,4,5,53470,1.0,24,1,4.0,1,4,0,2,1
1396,50,19,4,3,31950,2.0,11,0,5.0,4,3,0,2,0
1397,53,1,2,1,39890,1.0,13,0,5.0,2,4,1,3,0
1398,33,4,3,1,33060,1.0,11,3,8.0,6,8,1,6,0
1399,40,11,3,2,70050,1.0,20,2,21.0,2,20,9,9,0
1400,55,6,1,2,26550,8.0,17,0,36.0,0,24,2,15,0
1401,34,7,4,1,13930,1.0,11,2,10.0,4,10,1,9,0
1402,51,4,2,2,25700,3.0,18,0,21.0,2,7,1,0,0
1403,52,2,4,2,35370,0.0,11,1,34.0,3,33,11,9,0
1404,27,15,3,1,39860,1.0,12,2,7.0,3,7,0,3,0
1405,35,2,4,2,108830,3.0,12,0,8.0,3,1,0,1,1
1406,43,6,2,1,20280,4.0,20,1,7.0,2,5,2,2,0
1407,45,9,2,1,95250,9.0,19,0,22.0,3,20,11,8,0
1408,37,7,3,1,29290,1.0,12,0,8.0,2,8,1,7,0
1409,35,1,3,2,22750,5.0,13,0,10.0,2,6,1,2,0
1410,42,1,1,2,78790,2.0,11,1,11.0,2,5,0,2,0
1411,38,8,2,5,49300,9.0,14,0,14.0,0,1,0,0,0
1412,38,25,1,1,78470,3.0,14,1,9.0,3,7,1,7,0
1413,27,13,4,1,44010,5.0,13,0,6.0,4,2,2,0,0
1414,49,23,1,2,92410,1.0,19,1,7.0,5,7,1,7,0
1415,34,7,2,4,29740,1.0,23,0,5.0,2,5,2,0,0
1416,40,23,3,1,45020,8.0,12,2,15.0,0,7,3,7,0
1417,38,6,4,3,107480,7.0,15,0,17.0,3,1,0,0,1
1418,29,10,2,2,15550,1.0,19,2,10.0,2,10,1,9,1
1419,22,1,3,4,129360,1.0,11,2,4.0,3,4,2,2,0
1420,36,1,3,2,23050,1.0,17,0,8.0,3,8,1,7,0
1421,40,28,2,1,167040,9.0,22,0,5.0,2,3,0,2,0
1422,46,25,1,5,34330,7.0,18,0,17.0,3,4,0,3,0
1423,32,5,3,1,34770,1.0,11,0,14.0,2,14,9,8,1
1424,30,17,4,2,64300,1.0,12,1,12.0,2,11,5,8,0
1425,27,18,2,1,65160,1.0,19,1,7.0,4,7,0,7,0
1426,51,2,1,1,39070,5.0,13,0,16.0,2,10,4,7,0
1427,30,10,4,2,55620,5.0,13,0,8.0,3,5,0,4,1
1428,41,1,3,2,68830,3.0,19,2,16.0,3,1,0,0,0
1429,30,3,2,2,28620,5.0,14,0,9.0,2,6,0,1,1
1430,29,2,3,1,49780,0.0,13,0,7.0,3,6,1,5,1
1431,45,2,3,2,103680,6.0,12,2,23.0,2,19,12,8,0
1432,54,8,2,2,61340,2.0,19,0,16.0,2,6,0,5,0
1433,36,16,4,1,67350,8.0,25,2,16.0,3,13,3,7,0
1434,33,9,1,3,32950,6.0,22,2,7.0,2,3,1,1,0
1435,37,2,4,2,52380,1.0,15,1,10.0,5,10,0,7,0
1436,38,1,2,4,64720,0.0,12,0,17.0,4,16,5,13,0
1437,31,4,1,3,96100,0.0,11,1,6.0,2,5,1,4,0
1438,59,5,3,3,198330,3.0,13,0,7.0,2,1,0,0,0
1439,37,2,3,2,97560,4.0,19,0,13.0,2,9,5,8,0
1440,29,15,4,1,49680,1.0,19,3,11.0,4,11,4,1,0
1441,35,19,3,1,21450,1.0,13,0,10.0,6,10,0,8,0
1442,29,7,1,1,21800,1.0,21,0,4.0,2,4,0,1,1
1443,52,1,2,4,83460,7.0,14,0,6.0,5,2,2,2,0
1444,42,7,4,2,34450,1.0,11,2,22.0,2,22,11,15,0
1445,59,4,4,1,27600,8.0,11,0,7.0,3,2,2,2,0
1446,50,11,2,2,62940,3.0,23,1,32.0,2,7,0,6,0
1447,33,11,4,1,71400,5.0,21,0,8.0,2,5,0,4,1
1448,43,1,3,2,29320,5.0,24,0,22.0,3,17,1,9,0
1449,33,1,3,2,51470,7.0,11,0,13.0,2,9,1,7,1
1450,52,2,3,1,45070,1.0,14,0,33.0,3,33,15,12,0
1451,32,13,4,3,85640,2.0,16,1,6.0,2,4,1,2,0
1452,32,23,1,3,24680,0.0,11,0,4.0,2,3,1,2,1
1453,39,26,4,2,81610,7.0,12,1,7.0,2,3,1,2,0
1454,32,2,4,4,21090,0.0,13,1,4.0,3,3,2,2,0
1455,41,29,3,2,52940,2.0,15,0,17.0,3,1,0,0,0
1456,40,2,3,1,27180,1.0,14,1,9.0,4,9,4,7,0
1457,45,18,1,2,58110,0.0,14,0,25.0,4,24,1,7,0
1458,31,7,4,1,24370,9.0,14,1,9.0,3,2,2,2,0
1459,33,2,4,1,27660,1.0,12,1,2.0,2,2,0,2,0
1460,34,26,3,1,190380,6.0,13,0,13.0,3,11,5,9,0
1461,37,22,5,2,30550,2.0,14,3,17.0,3,3,0,2,0
